rank,category,channel,구독자수,view,video
817,음악/댄스/가수,Healing Meditation,880000,1억1887만,386개
816,취미/라이프,Soy ASMR,880000,1억9537만,589개
819,키즈/어린이,Boram Tube Friends,880000,736만,73개
820,키즈/어린이,고고다이노,880000,7억0611만,"1,015개"
818,TV/방송,하나키키 Hanakiki,880000,3억5890만,859개
821,미분류,815머니톡,880000,3억4380만,"5,942개"
822,미분류,과나gwana,880000,2억2134만,158개
823,BJ/인물/연예인,남순 NS,870000,9억6640만,"3,663개"
824,키즈/어린이,롤롤라임[lollolraim],870000,1억1731만,212개
825,음악/댄스/가수,HYOLYN 효린,870000,2억7021만,229개
827,뉴스/정치/사회,스브스뉴스 SUBUSUNEWS,870000,11억4610만,"3,538개"
826,IT/기술/컴퓨터,1분과학,870000,8790만,72개
828,TV/방송,KBS Entertain: 깔깔티비,870000,14억6676만,"6,795개"
829,게임,군림보,870000,7억3821만,"5,377개"
831,미분류,TAEYONG,860000,1173만,17개
830,교육/강의,미미미누,860000,3억7409만,779개
837,미분류,BIBI,860000,2억8491만,53개
834,미분류,BRUSH,860000,4억0275만,434개
833,TV/방송,타임스낵,860000,3억0975만,302개
832,BJ/인물/연예인,(MUTUBE)와꾸대장봉준,860000,9억3494만,"7,781개"
836,미분류,복지마블TV [Welfare Marble],860000,1억2096만,572개
835,뉴스/정치/사회,전옥현 안보정론TV,860000,2억3273만,"2,583개"
841,미분류,CU [씨유튜브],860000,2억2053만,573개
840,미분류,직업의모든것,860000,3억8500만,391개
839,패션/미용,윤쨔미 YoonCharmi,860000,2억4396만,362개
838,영화/만화/애니,빨강도깨비,860000,3억5817만,346개
844,음악/댄스/가수,HOLLAND,860000,3230만,38개
843,게임,머독방송,860000,9억6320만,"11,802개"
842,음식/요리/레시피,서담 seodam,860000,1억8821만,412개
845,뉴스/정치/사회,고성국TV,860000,2억0768만,"2,831개"
846,취미/라이프,이연LEEYEON,850000,7260만,278개
848,게임,울산큰고래 박성주,850000,7억3346만,"3,623개"
847,취미/라이프,희철리즘Heechulism,850000,2억1659만,333개
849,TV/방송,김달,850000,3억5544만,844개
850,BJ/인물/연예인,풍자테레비,850000,3억4098만,"1,357개"
851,키즈/어린이,우가놀이 WOOGA play,840000,3억6862만,411개
852,TV/방송,라이프타임,840000,3억5500만,"2,028개"
854,음악/댄스/가수,HEADLINER,840000,2억2083만,204개
853,미분류,랭킹스쿨,840000,5억5103만,935개
861,미분류,에버랜드 - EVERLAND,840000,3억0148만,"2,470개"
856,미분류,지피티,840000,3억0238만,998개
855,뉴스/정치/사회,팩트TV NEWS,840000,2억5197만,"5,945개"
858,뉴스/정치/사회,성제준,840000,3억8155만,"2,062개"
857,취미/라이프,달려라치킨 Dalchi,840000,2억2265만,664개
859,패션/미용,Jella젤라,840000,7067만,252개
860,음악/댄스/가수,OFFICIAL EPIK HIGH,840000,4억0231만,259개
865,미분류,Cookie Run: Kingdom,830000,1억0345만,276개
864,키즈/어린이,LarvaKIDS TUBA,830000,6억0837만,528개
863,미분류,집나간햄지 Wandering Hamzy,830000,6404만,123개
862,TV/방송,김이브님 [kim eve],830000,6억3560만,"2,836개"
866,미분류,ROKSEAL,830000,1억4299만,208개
870,미분류,진정부부,830000,3억5161만,325개
869,뉴스/정치/사회,여수MBC Music+(Kpop&Trot),830000,5억2037만,"15,895개"
868,음악/댄스/가수,TSENT2008,830000,3억9458만,445개
867,패션/미용,UNA 유나,830000,7411만,185개
871,음식/요리/레시피,뽐뽐뽐,830000,8506만,300개
872,음악/댄스/가수,• m i n a m o c h i •,830000,3억6105만,102개
875,키즈/어린이,Enjoy Toys Shin,820000,3억6710만,246개
874,미분류,빵먹다살찐떡,820000,9억4539만,592개
873,미분류,임한올 Hanol Rim,820000,1억1909만,169개
876,음악/댄스/가수,VICTON 빅톤,820000,2억3785만,967개
877,교육/강의,동심파괴,820000,3억4518만,643개
878,TV/방송,smile -wA-,820000,5억1539만,"5,417개"
886,게임,LCK,820000,9억9428만,"6,907개"
879,게임,테드TV,820000,8억4089만,"2,719개"
884,키즈/어린이,버섯도리,820000,10억9971만,914개
881,키즈/어린이,PinkFongFongToys [핑크퐁퐁토이즈],820000,1644만,26개
880,뉴스/정치/사회,가로세로연구소,820000,2184만,358개
882,키즈/어린이,ToyCheff,820000,4억0261만,467개
885,미분류,교양만두,810000,2억5004만,231개
883,게임,연다,810000,6억3859만,"2,367개"
893,미분류,코믹마트,810000,5억2576만,775개
887,애완/반려동물,속삭이는몽자,810000,2억3238만,547개
888,게임,마재TV,810000,5억6563만,"3,546개"
890,뉴스/정치/사회,이봉규TV,810000,5억0859만,"7,207개"
889,취미/라이프,Mimine Miniature 미미네 미니어처,810000,1억6883만,169개
891,음악/댄스/가수,Jenny Yun,810000,1억2783만,574개
894,미분류,Jin & Juice,810000,1억8938만,295개
892,미분류,천재견 사월이sawol,810000,2억1613만,197개
898,미분류,VIVINOS,810000,1억0595만,49개
899,미분류,유 퀴즈 온 더 튜브,810000,4억8526만,"4,197개"
897,TV/방송,트래블튜브,810000,6억7260만,"1,403개"
896,TV/방송,스튜디오 룰루랄라 디랩 - SLLDLAB,810000,3억3507만,"1,306개"
895,음식/요리/레시피,영자씨의 부엌Young-Ja's Kitchen,810000,2억4226만,"1,472개"
901,TV/방송,디스패치 / Dispatch,800000,1억7138만,"8,810개"
900,IT/기술/컴퓨터,안될과학 Unrealscience,800000,1억1290만,695개
903,TV/방송,코미꼬,800000,2억9174만,638개
902,패션/미용,areumsongee아름송이,800000,7574만,245개
904,미분류,쿡피아 Cookpia,800000,1억4336만,252개
905,미분류,청정구역,800000,4억0051만,954개
908,미분류,ZICO,800000,3억8507만,135개
907,미분류,TOP MEDIA,800000,2억2667만,546개
906,TV/방송,찬우살이,800000,3334만,195개
909,뉴스/정치/사회,연합뉴스 Yonhapnews,800000,21억8017만,"35,919개"
911,게임,밍모,800000,6억0294만,"2,445개"
910,미분류,DAWN,800000,6824만,46개
913,취미/라이프,공구왕황부장,800000,2억2616만,610개
912,음악/댄스/가수,DKDKTV,790000,2억0634만,"1,408개"
914,미분류,TVING,790000,12억1233만,"6,617개"
916,미분류,TNX,790000,6548만,300개
920,미분류,프응TV,790000,2억4178만,260개
915,게임,김성회의 G식백과,790000,2억2211만,390개
917,뉴스/정치/사회,펜앤드마이크TV,790000,6억0224만,"13,512개"
919,미분류,깨방정,790000,3억3794만,456개
918,BJ/인물/연예인,쿠쿠크루 - Cuckoo Crew,790000,5억4581만,876개
921,게임,수탉,790000,4억6769만,"1,634개"
924,미분류,조나단,790000,1억2905만,187개
923,패션/미용,Heejoo 희주,790000,2171만,114개
922,키즈/어린이,Ace Art 에이스 아트,790000,4억0327만,857개
925,키즈/어린이,로봇알포 ARPO The Robot,790000,3억0279만,569개
926,음악/댄스/가수,CL,780000,6490만,5개
928,TV/방송,핫소스,780000,4663만,24개
927,영화/만화/애니,Sechi,780000,2억8836만,374개
929,미분류,sissel,780000,3036만,231개
930,음악/댄스/가수,BRANDNEW MUSIC,780000,3억9952만,"1,449개"
932,TV/방송,tweety 트위티,780000,1억4288만,257개
931,뉴스/정치/사회,[공식] 새날,780000,6억4233만,"8,141개"
936,미분류,논리왕 전기,770000,1억2351만,108개
935,뉴스/정치/사회,이재명,770000,1억6321만,"2,129개"
934,음식/요리/레시피,키미 Kimi,770000,5461만,75개
933,애완/반려동물,솜이네 곰이탱이여우,770000,5억0923만,"1,706개"
938,스포츠/운동,JK 아트사커 온라인,770000,5억4646만,660개
941,미분류,나몰라패밀리 핫쇼,770000,2억8712만,504개
940,미분류,Yummy Waffle 야미와플,770000,9억0881만,399개
939,TV/방송,LDF TV by lottedutyfree,770000,6억3937만,"1,476개"
943,TV/방송,하루 1분,770000,3172만,324개
942,영화/만화/애니,UTZI웃지,770000,650만,13개
945,주식/경제/부동산,전인구경제연구소,770000,1억0155만,941개
944,주식/경제/부동산,E트렌드,770000,1억4783만,"2,974개"
946,미분류,놀면서 배우는 심리학,770000,9728만,378개
950,뉴스/정치/사회,MBC PD수첩,770000,3억4135만,"2,427개"
937,BJ/인물/연예인,SUNBA선바,770000,12억5011만,"2,759개"
948,미분류,123 GO! Korean,770000,3억0151만,473개
947,취미/라이프,예뿍이의 작업방Yeppug,770000,2억2159만,719개
951,TV/방송,KBS역사저널 그날,770000,3억1962만,"3,203개"
952,키즈/어린이,조이퐁 JOYPONG,770000,2억9553만,588개
949,키즈/어린이,리틀조이 LittleJoy,770000,2억2089만,167개
955,미분류,옆집언니 최실장 stylist unnie,760000,1억3256만,622개
953,미분류,춤추는곰돌,760000,5억5124만,"3,254개"
954,음악/댄스/가수,MBC WORLD,760000,5억9891만,"4,756개"
956,미분류,JUNTV,760000,6550만,302개
957,취미/라이프,Ouvir 오비르,750000,1억5647만,233개
958,교육/강의,입시덕후,750000,5억2597만,668개
960,미분류,어썸코리아,750000,5억6947만,"1,167개"
959,TV/방송,제이제이,750000,2억5620만,688개
961,게임,두치와뿌꾸,750000,14억7927만,"14,024개"
963,미분류,카카오프렌즈 KAKAO FRIENDS,750000,5억6886만,518개
962,패션/미용,아옳이,750000,9316만,129개
964,키즈/어린이,Troom Troom Kr,750000,5억0084만,"2,463개"
965,음악/댄스/가수,HyunA 현아 (Official YouTube Channel),750000,1억1317만,10개
968,키즈/어린이,ZombieDumb,750000,3억7901만,670개
967,BJ/인물/연예인,StimBoy스팀보이,750000,3억5271만,614개
973,미분류,드립팩토리 [Dlib Factory],750000,3억6489만,399개
969,미분류,빅페이스 BIGFACE,750000,1억7010만,134개
966,TV/방송,STUDIO DIA 스튜디오 다이아,750000,2억1154만,537개
972,TV/방송,매미킴 TV,740000,3억0211만,443개
971,TV/방송,MBC 미스터리 : 심야괴담회 X 서프라이즈,740000,4억0091만,"2,739개"
970,패션/미용,한별Hanbyul,740000,1억4800만,331개
975,미분류,하알라,740000,2억4783만,339개
979,미분류,Everton Football Club,740000,2억4017만,"3,184개"
974,뉴스/정치/사회,뉴스데일리베스트,740000,2억3077만,"2,693개"
978,키즈/어린이,뽀로로 타요 장난감 놀이교실,740000,5억1224만,946개
977,음식/요리/레시피,인아짱 Inah Eats,740000,1억8271만,"1,168개"
976,키즈/어린이,애니한TV AnnieHanTV,740000,8억3679만,"1,752개"
981,미분류,빵빵이의 일상,740000,2억1410만,42개
980,교육/강의,BLACK DOOR,740000,1억2127만,635개
983,미분류,바라던 바다,740000,3억8318만,519개
982,뉴스/정치/사회,국방TV,740000,7억7616만,"12,736개"
984,주식/경제/부동산,단희TV,740000,1억0502만,"1,434개"
986,미분류,[에일리 OFFICIAL] aileemusic,740000,1억8601만,196개
985,취미/라이프,김나영의 nofilterTV,740000,1억8524만,465개
988,미분류,정라레_Lifestyle Doctor,740000,1억3096만,499개
987,TV/방송,POWER MOVIE,740000,2억6023만,222개
993,키즈/어린이,프랭키 키즈 TV LET'S PLAY FRANKY !,740000,3억6726만,292개
992,키즈/어린이,JOYJOY KIDS[조이조이키즈],740000,1억9036만,118개
991,미분류,SMP FLOOR,740000,1억1233만,259개
990,미분류,음뫄 핫소스,740000,2억9373만,243개
995,미분류,버미쌤,740000,1억9170만,324개
989,음악/댄스/가수,임창정,740000,3억1568만,432개
994,교육/강의,Conversational Korean,740000,3266만,411개
997,미분류,푸먹_foomuk,730000,3억8559만,58개
996,미분류,김지윤의 지식Play,730000,5939만,187개
1002,미분류,성창경TV,730000,10억3915만,"16,398개"
1001,TV/방송,KBS여행 걸어서 세계속으로,730000,2억7597만,"10,964개"
1000,미분류,빨간내복야코,730000,5억0834만,246개
